GenderMainDriver,MaritalMainDriver,Claim
Male,Married,944.25
Male,Single,556.19
Female,Married,940.71
Male,Married,1015.63
Male,Single,1297.88
Male,Married,1013.63
Male,Other,423.33
Female,Other,432.47
Male,Married,868.41
Male,Married,1321.79
Female,Married,356.69
Male,Single,709.85
Female,Married,451.16
Female,Married,543.19
Male,Married,1028.21
Male,Married,494.51
Female,Single,850
Female,Married,701.97
Female,Single,1349.83
Female,Married,539
Male,Married,405.29
Male,Married,1266.63
Male,Other,891.8
Female,Married,687.18
Female,Single,302.52
Male,Single,478.8
Male,Single,883.06
Male,Married,923.58
Female,Married,969.49
Female,Married,70.22
Male,Married,1751.39
Female,Married,941.08
Male,Married,1229.92
Male,Single,232.04
Male,Married,1033.96
Male,Married,806.03
Female,Married,826.73
Female,Married,868.3
Female,Other,50
Male,Married,470.8
Female,Married,473.6
Male,Married,1508.29
Female,Married,1406.02
Female,Married,1513.27
Male,Married,18084.47572
Male,Married,17378.66894
Male,Married,2195.18
Male,Married,50.59
Male,Married,953.04
Female,Married,765.58
Female,Married,394.73
Female,Married,403.88
Male,Married,60.08
Female,Married,466.39
Male,Married,3654.5
Male,Married,1678.12
Female,Married,2622.37
Male,Single,2815.88
Male,Single,207.91
Male,Single,5321.39
Female,Married,543.77
Female,Married,918.76
Male,Single,1614.34
Male,Single,3222.59
Male,Single,2178.33
Female,Married,412.3
Male,Single,972.48
Male,Married,1035.94
Female,Single,53.93
Male,Married,538.22
Female,Married,52.79
Male,Married,606.07
Male,Single,332.07
Male,Married,492.17
Male,Married,717.7
Female,Single,659.88
Male,Married,950.53
Female,Married,51.76
Female,Married,661.11
Male,Married,494.28
Male,Single,1127.21
Male,Married,1052.56
Female,Married,405.32
Female,Married,843.79
Male,Married,393.1
Female,Married,322.97
Female,Married,661.58
Male,Married,628.47
Female,Single,410.15
Female,Single,445.13
Male,Married,549.75
Male,Married,510.98
Male,Married,889.25
Male,Married,3201.16
Female,Married,4740.63
Male,Married,121.2
Female,Single,508.91
Female,Single,50.02
Male,Married,128.81
Male,Single,1178.78
Male,Single,1809.36
Male,Married,800.51
Male,Married,1586.53
Female,Married,1135.87
Male,Single,898.52
Male,Married,375.76
Male,Married,612.33
Male,Married,2030.83
Male,Married,1352.73
Male,Single,380.87
Male,Married,801.66
Male,Married,935.32
Male,Single,910.87
Female,Married,217.57
Male,Married,1318.17
Male,Married,544.69
Male,Married,817.84
Male,Single,827.38
Female,Married,1241.9
Male,Single,1304.04
Male,Married,687.22
Male,Married,663.94
Male,Married,757.09
Male,Married,355.61
Male,Single,661.03
Male,Married,1363.49
Female,Single,853.42
Male,Single,528.16
Female,Married,577.47
Female,Single,490.85
Male,Married,183.06
Female,Married,592.26
Male,Married,762.42
Male,Married,63.45
Male,Married,422.25
Female,Married,1450.48
Female,Married,1442.26
Male,Married,832.57
Female,Married,599.2
Male,Married,462.08
Male,Married,633.17
Male,Married,418.55
Female,Single,1598.8
Male,Married,1295.77
Male,Other,499.67
Male,Other,538.66
Male,Married,588.64
Male,Single,564.68
Male,Married,961.77
Female,Married,374.01
Male,Married,635.91
Female,Married,1166.24
Female,Married,452.57
Female,Single,82.45
Female,Married,1924.87
Female,Married,1738.45
Male,Married,774.64
Male,Married,491.57
Male,Married,443.4
Male,Married,997.65
Female,Married,404.97
Male,Married,788.5
Female,Married,711.99
Female,Single,1274.36
Female,Married,1213.48
Female,Single,1542.87
Male,Married,197.44
Male,Single,729.58
Female,Married,307.7
Female,Single,50
Male,Married,513.79
Male,Other,971.1
Male,Married,155.68
Male,Married,57.41
Female,Married,1066.07
Male,Married,1291.76
Female,Married,1000.24
Male,Married,1356.21
Female,Married,1099.99
Male,Single,544.05
Male,Single,931.12
Female,Single,837.97
Male,Married,614.03
Male,Single,1273.7
Male,Married,457.09
Male,Married,522.39
Male,Married,707.56
Female,Single,787.29
Male,Married,475.55
Male,Single,151.34
Male,Married,418.4
Female,Single,1255.13
Female,Married,296.33
Female,Married,620.38
Female,Single,692.76
Male,Single,792.49
Female,Married,356.89
Male,Married,1080.68
Male,Married,1292.19
Male,Single,893.62
Male,Married,969.38
Male,Single,2371.76
Male,Married,1576.62
Male,Married,1863.07
Male,Married,899.36
Male,Married,416.09
Female,Married,652.96
Male,Married,384.21
Female,Married,1541.83
Male,Married,2021.03
Female,Married,351.12
Female,Single,1461.93
Female,Married,382.59
Female,Married,853.3
Male,Single,834.8
Female,Single,50.01
Female,Married,347.32
Male,Married,1214.08
Female,Married,692.07
Male,Married,434.36
Male,Married,1705.07
Male,Other,1101.67
Male,Married,692.72
Female,Married,759.65
Male,Married,1567.78
Female,Married,535.37
Male,Married,1030.81
Male,Married,435.51
Female,Married,716.36
Male,Married,1589.55
Male,Married,532.75
Male,Married,1045.82
Male,Single,1243.53
Male,Single,1455.23
Female,Single,53.61
Female,Married,1892.42
Male,Married,552.65
Male,Married,450.68
Female,Married,549.42
Female,Married,50
Female,Married,642.14
Male,Married,667.55
Female,Single,618.57
Male,Married,958.25
Female,Single,316.87
Male,Married,1018.9
Male,Other,443.58
Male,Single,349.23
Female,Married,1012.45
Female,Married,457.18
Male,Married,427.56
Female,Married,299.44
Female,Single,8518.5
Female,Other,269.53
Female,Single,1081.22
Male,Married,542.7
Male,Married,955.12
Male,Married,1504.04
Female,Married,794.75
Female,Single,1858.4
Male,Married,530.49
Male,Married,574.91
Male,Married,1189.01
Male,Married,494.53
Female,Married,494.98
Male,Married,577.33
Female,Married,249.58
Male,Single,589.74
Female,Other,2063.59
Female,Married,1177.67
Female,Married,627.62
Male,Married,1480.85
Female,Single,1127.97
Female,Married,438.7
Male,Other,667.13
Male,Married,420.89
Female,Married,3298.54
Female,Married,365.64
Female,Married,1478.72
Female,Married,601.53
Female,Single,50
Female,Married,419.42
Male,Married,422.14
Male,Single,600.03
Female,Married,611.65
Female,Married,1027.16
Female,Single,72.63
Male,Single,920.74
Male,Married,674.14
Male,Single,531.93
Male,Other,1792.2
Female,Married,1030.66
Male,Single,1090.12
Male,Married,601
Female,Married,495.06
Female,Married,531.09
Male,Married,457.69
Male,Married,793.63
Male,Married,657.14
Female,Married,1556.54
Female,Single,50
Female,Married,721.38
Male,Married,1614.38
Male,Married,2296.99
Male,Married,1474.21
Male,Married,783.05
Female,Single,50.02
Male,Married,801.95
Female,Married,1145.05
Female,Single,736.3
Male,Married,707.21
Male,Married,1515.55
Female,Single,947.15
Male,Married,1591.52
Female,Married,1611.2
Male,Single,1259.04
Male,Married,747.6
Male,Married,2967.5
Female,Married,4434.44
Female,Married,986.98
Male,Married,9529.52
Female,Single,1374.09
Female,Single,919.24
Male,Married,852.25
Male,Married,1041.06
Male,Married,1346.62
Female,Married,3075.01
Female,Married,1832.94
Female,Married,964.71
Male,Married,1177.15
Male,Married,1460.97
Female,Married,1492.71
Female,Married,956.85
Male,Married,330.74
Male,Single,504.63
Male,Married,1829.55
Male,Married,1501.59
Male,Married,7165.15
Male,Single,1306.33
Female,Single,97.57
Male,Married,545.36
Male,Married,1385.27
Male,Married,1580.14
Female,Single,1234.04
Male,Single,706.27
Female,Married,50.93
Female,Single,54.87
Female,Other,1345.61
Male,Married,262.48
Female,Single,729.09
Male,Single,428.76
Female,Single,1917.61
Female,Married,650.2
Male,Single,1084.6
Male,Single,563.51
Male,Married,3868.56
Male,Single,1057.27
Male,Single,512.61
Male,Married,1637.25
Male,Other,956.56
Male,Married,870.19
Male,Single,83.28
Male,Single,822.82
Male,Married,1815.41
Female,Married,1121.63
Male,Married,164.62
Female,Married,381.97
Male,Married,3372.51
Male,Married,50
Male,Married,684.19
Male,Married,126.56
Female,Married,633.71
Male,Single,1556.98
Male,Single,967.64
Male,Married,1193.11
Female,Married,175.42
Male,Married,1146.28
Female,Married,1144.82
Male,Single,825.77
Male,Married,272.77
Female,Other,50
Male,Married,1495.01
Male,Married,50
Male,Single,3978.83
Male,Single,50.35
Female,Married,470.86
Male,Single,57.73
Female,Married,1108.13
Male,Married,378.01
Female,Married,1367.71
Male,Single,2904.72
Male,Single,794.7
Male,Married,1502.77
Male,Single,1891.24
Female,Married,50
Male,Married,50
Female,Single,2005.95
Male,Married,1457.8
Male,Other,3532.01
Male,Single,380.58
Female,Other,881.83
Male,Married,549.32
Female,Married,1042.73
Male,Married,50
Male,Married,985.91
Male,Partnership,50
Male,Married,1819.93
Female,Married,50
Male,Other,93.48
Male,Married,727.88
Female,Married,1537.9
Male,Married,602.5
Female,Married,741.35
Male,Married,743.28
Male,Single,1462.85
Female,Married,847.82
Male,Married,296.46
Female,Married,1027.73
Male,Married,312.93
Female,Single,332.61
Female,Married,716.42
Male,Married,548.01
Female,Single,509.94
Male,Single,1041.88
Female,Single,94.24
Male,Single,1218.79
Male,Single,960.86
Male,Married,1132
Male,Married,1569.49
Male,Married,556.34
Female,Single,1035.21
Male,Married,512.2
Male,Married,367.18
Male,Single,619.39
Female,Married,608.59
Male,Single,939.63
Male,Other,876.41
Female,Married,1813.8
Male,Single,698.13
Female,Married,50.13
Female,Married,831.85
Female,Married,3902.09
Female,Single,204.69
Female,Married,639.89
Female,Married,437.16
Male,Married,343.15
Female,Other,400.32
Male,Single,1486.75
Male,Married,530.88
Male,Married,359.55
Female,Married,855.47
Male,Single,762.41
Male,Married,1417.65
Female,Married,1086.01
Male,Married,2296.83
Female,Married,772.17
Female,Single,391.08
Male,Married,1118.62
Male,Married,747.08
Male,Married,599.11
Male,Married,510.74
Male,Married,1136.36
Male,Married,562.76
Male,Married,2735.93
Male,Married,971.93
Female,Married,436.54
Male,Married,916.31
Male,Married,818.05
Male,Other,3747.34
Female,Single,498.41
Female,Single,807.4
Female,Married,643.01
Male,Married,187.9
Female,Married,975.11
Male,Single,302.4
Male,Married,427.61
Female,Married,1007.4
Male,Married,1052.11
Male,Married,643.3
Female,Married,376.15
Male,Single,1364.36
Male,Married,1715.55
Female,Single,139.31
Male,Single,644.41
Female,Married,513.57
Female,Married,1306.46
Male,Married,711.16
Male,Single,1091.44
Female,Married,1114.36
Male,Married,740.58
Male,Single,750.34
Male,Married,1728.03
Female,Single,353.67
Female,Married,404.08
Male,Married,467.8
Male,Married,1063.64
Female,Married,525.32
Male,Married,674.21
Female,Married,459.6
Male,Single,5790.86
Female,Single,352.64
Male,Other,1140.43
Male,Single,2037.16
Male,Single,1555.12
Female,Married,478.71
Female,Single,905.35
Male,Married,1106.95
Female,Married,316.29
Male,Married,1077.78
Female,Single,641.35
Female,Married,1617.1
Male,Married,618.3
Male,Other,1014.51
Female,Married,189.83
Male,Other,565.12
Female,Married,408.3
Female,Single,1185.87
Male,Married,496.71
Female,Married,830.84
Female,Married,903.24
Female,Married,360.04
Male,Married,530
Male,Married,1639.02
Female,Married,710.95
Female,Single,715.28
Female,Single,1269.03
Male,Married,1302.19
Female,Married,550.87
Female,Married,1015.99
Male,Married,893.06
Female,Single,127.32
Male,Married,513.64
Male,Married,512.58
Male,Married,451.92
Female,Single,742.91
Female,Single,236.06
Female,Married,50
Male,Married,623.16
Female,Married,304.19
Female,Married,773.16
Female,Married,340.36
Male,Single,594.79
Male,Other,374.23
Male,Single,1637.87
Female,Single,1064.69
Male,Married,1090.34
Female,Married,957
Male,Married,255.15
Male,Married,860.32
Female,Married,1153.73
Male,Single,556.96
Male,Married,346.91
Female,Single,515.25
Male,Married,840.57
Female,Single,394.43
Male,Married,78.82
Male,Married,685.38
Male,Single,465.65
Female,Married,433.31
Male,Single,1127.95
Male,Married,1384.22
Female,Single,357.49
Female,Married,542.46
Female,Married,599.51
Male,Married,838.33
Male,Single,778.76
Female,Married,1542.51
Female,Single,1014.34
Female,Married,786.56
Male,Single,971.64
Male,Married,1827.56
Male,Married,1956.67
Male,Married,922.83
Male,Married,748.46
Male,Single,696.83
Male,Other,671.38
Male,Married,1669.63
Male,Married,773.08
Male,Married,866.35
Female,Single,1164.99
Male,Married,57.93
Male,Single,421.37
Male,Married,1075.02
Female,Single,970.67
Female,Married,949.17
Female,Single,1302.03
Male,Married,1364.6
Female,Single,363.03
Male,Married,1156.77
Female,Married,1481.62
Male,Married,1144.03
Male,Married,699.3
Female,Married,1935.54
Male,Single,943.53
Male,Married,950.72
Male,Married,302.73
Female,Married,518.95
Male,Single,896.11
Female,Other,600.18
Male,Married,556.34
Male,Married,1017
Female,Single,1835.74
Female,Married,417.84
Male,Married,1099.68
Female,Married,857.69
Female,Single,989.07
Male,Single,1156.53
Male,Other,4731.22
Female,Married,1515.37
Male,Married,1003.24
Male,Single,3989.92
Male,Single,931.33
Female,Married,514.27
Female,Married,376.53
Female,Married,676.53
Female,Married,919.94
Female,Married,50.18
Male,Married,249.94
Male,Married,336.98
Female,Married,497.81
Male,Single,617.63
Male,Married,425.61
Male,Single,524.96
Female,Married,408.58
Male,Married,476.65
Female,Married,652.71
Female,Married,1330.5
Male,Married,669.01
Female,Married,275.3
Female,Married,1093.23
Female,Married,790.35
Male,Other,555.55
Male,Married,1281.66
Female,Single,894.37
Male,Single,411.1
Male,Married,350
Female,Single,50.01
Male,Married,2438.09
Male,Other,2134.94
Male,Married,1149.7
Male,Single,1678.61
Female,Single,1307.63
Female,Married,50.19
Male,Married,612.09
Male,Single,3005.56
Female,Married,3527.6
Female,Married,376.13
Female,Married,295.37
Female,Married,895.28
Male,Married,1100.13
Male,Married,71.1
Male,Married,932.24
Female,Married,1043.55
Male,Married,1500.02
Female,Married,543.17
Male,Single,731.54
Male,Married,1558.57
Female,Single,543.21
Male,Married,3710.45
Male,Married,969.02
Female,Married,2555.88
Male,Other,1138.7
Male,Married,2183.69
Female,Single,1080.26
Male,Married,858.45
Female,Single,2689.19
Female,Married,2538.42
Male,Married,2986.75
Male,Single,1480.16
Male,Married,3260.11
Male,Married,1705.49
Male,Married,1228.43
Male,Married,479.22
Male,Married,2110.45
Male,Married,1222.04
Female,Other,2945.47
Male,Married,10558.83
Male,Single,50
Female,Single,304.86
Male,Married,431.79
Male,Single,1031.23
Male,Married,1141.48
Male,Married,349.86
Male,Other,1637.09
Male,Married,1507.72
Male,Married,422.35
Female,Married,873.34
Male,Married,902.88
Male,Other,1594.72
Female,Married,7302.77
Female,Married,832.75
Male,Other,1673.64
Male,Married,815.15
Female,Married,775.71
Male,Married,861.48
Female,Married,166.2
Male,Married,860.95
Male,Married,1040.72
Male,Single,3857.16
Female,Married,50
Male,Single,822.3
Male,Married,1231.43
Female,Single,775.86
Male,Single,1082.01
Female,Single,633.24
Male,Married,1004.08
Male,Married,1110.56
Male,Single,776.78
Male,Married,50
Male,Married,942.27
Female,Other,863.41
Male,Married,1289.62
Female,Single,1538.19
Male,Single,1404.38
Female,Married,1000.16
Female,Married,767.88
Male,Single,2674.58
Male,Married,657.67
Male,Married,1162.4
Male,Married,2437.03
Female,Married,1270.69
Male,Married,791.37
Female,Married,1766.21
Female,Married,141.9
Male,Married,1633.6
Female,Single,112.53
Female,Married,1036.14
Male,Married,1043.46
Female,Single,84.99
Male,Married,293.39
Female,Married,598.25
Male,Married,1915.03
Male,Single,1283.63
Male,Married,698.33
Female,Married,874.57
Female,Single,586.53
Male,Married,2341.3
Male,Single,1711.49
Male,Single,2409.29
Female,Married,1425.63
Male,Married,769.98
Male,Other,292.78
Male,Married,279.5
Male,Married,569.89
Male,Married,550.93
Female,Single,1079.21
Male,Married,2172.06
Male,Married,1295.36
Female,Married,3317.36
Male,Married,50
Female,Single,50
Female,Single,583.95
Female,Single,982.98
Female,Other,582.41
Female,Married,653.4
Male,Married,1006.48
Female,Single,865.86
Male,Married,498.17
Male,Married,928.51
Female,Married,614.03
Male,Married,904.41
Female,Married,136.35
Male,Married,554.53
Male,Single,432.38
Female,Married,409.12
Male,Married,1208.91
Male,Married,1970.41
Female,Married,50.1
Female,Single,713.75
Male,Married,626.19
Male,Married,900.65
Female,Married,535.41
Female,Married,961.83
Female,Married,525.33
Female,Married,136.65
Female,Married,169.07
Female,Married,289.34
Male,Married,1416.22
Male,Married,765.8
Male,Married,719.32
Male,Single,1267.68
Male,Married,1450.79
Female,Married,50
Female,Married,1044.94
Male,Married,1177.35
Male,Single,1442.85
Male,Married,822.31
Male,Married,836.01
Female,Married,1283.03
Male,Married,852.34
Male,Married,1363.71
Male,Married,1412.98
Male,Single,984.21
Male,Single,1043.23
Female,Married,50
Male,Married,568.88
Male,Married,1009.45
Male,Married,686.44
Male,Married,819.81
Male,Single,707.12
Female,Married,453.37
Male,Single,158.86
Female,Married,622.21
Male,Married,424.76
Female,Other,1287.72
Female,Single,492.19
Male,Married,980.92
Female,Single,608.28
Male,Single,354.78
Female,Married,736.05
Male,Single,818.87
Female,Married,220.15
Female,Single,1494.29
Male,Married,1210.26
Male,Married,1480.46
Female,Married,364.74
Female,Single,304.37
Male,Married,1647.7
Male,Married,1335.17
Male,Married,738.43
Male,Married,51.9
Female,Married,643.51
Male,Married,1783.59
Male,Married,501.57
Female,Married,1202.5
Female,Married,1693.01
Female,Single,1063.65
Male,Married,896.78
Female,Married,693.63
Female,Single,902
Female,Married,854.88
Male,Married,3040.68
Female,Married,719.82
Female,Married,446.39
Male,Married,518.98
Female,Single,628.02
Male,Married,1812.31
Female,Married,742.68
Male,Married,945.3
Female,Married,8532.81
Female,Married,1610.21
Female,Married,1151.5
Male,Married,846.64
Female,Single,871.55
Female,Single,50
Male,Married,773.83
Male,Married,907.58
Female,Married,347.34
Female,Married,791.89
Male,Married,763.23
Male,Married,530.8
Male,Married,1287.89
Female,Married,1164.84
Male,Married,50
Male,Single,73.56
Male,Married,1148.98
Male,Married,662.89
Female,Married,1444.15
Male,Single,628.23
Female,Married,900.11
Male,Married,594.92
Female,Other,108.8
Female,Married,527.08
Male,Married,763.63
Male,Married,249.77
Male,Married,61.75
Female,Married,603.49
Female,Single,5841.5
Female,Other,152.65
Female,Married,344.18
Female,Married,852.5
Male,Married,249.36
Female,Single,1211.24
Female,Married,693.51
Female,Married,718
Male,Married,990.44
Male,Married,1430.83
Female,Married,612.29
Female,Married,467.5
Female,Married,2929.32
Male,Married,54.76
Female,Other,446.2
Male,Single,135.1
Female,Married,686.82
Male,Single,306.15
Male,Married,283.09
Male,Married,490.09
Male,Married,1178.69
Female,Single,772.74
Male,Married,1266.23
Male,Single,1329.38
Female,Married,577.86
Female,Other,485.44
Male,Married,719.2
Female,Married,381.69
Female,Single,1552.87
Female,Married,1184.32
Male,Married,1890.85
Male,Married,621.25
Female,Married,591.05
Female,Married,97.91
Female,Married,420.18
Male,Single,422.61
Male,Married,585.52
Male,Single,1028.33
Male,Married,1350.53
Male,Married,1126.35
Male,Other,1127.91
Female,Single,1135.96
Female,Married,753.25
Male,Married,728.93
Female,Married,542.81
Male,Married,2614.35
Male,Single,1172.63
Female,Married,1837.71
Male,Married,833.31
Male,Married,2518.84
Female,Married,692.24
Male,Married,1443.54
Male,Single,254.54
Male,Married,3574.57
Male,Married,1455.64
Female,Single,59.03
Male,Married,3271
Female,Married,1686.1
Female,Single,2013.32
Female,Married,580.06
Male,Married,687.67
Male,Single,404.72
Male,Married,368.33
Female,Married,960.41
Female,Married,604.78
Male,Married,1225.48
Male,Single,3707.29
Female,Married,1420.68
Female,Married,2106.59
Male,Married,2805.86
Female,Single,933.05
Male,Married,2074.28
Female,Married,2901.42
Female,Married,430.44
Male,Married,1339.52
Female,Single,685.04
Female,Single,734.83
Male,Married,1718.34
Male,Married,598.48
Male,Married,1120.43
Female,Married,131.61
Female,Married,745.19
Male,Single,2055.03
Female,Single,439.03
Male,Married,1760.56
Male,Married,1106.09
Male,Married,2721.48
Male,Married,658.96
Male,Married,258.86
Male,Married,1134.29
Male,Married,2310.5
Male,Married,1396.08
Male,Single,663.41
Male,Married,483.66
Male,Single,6422.51
Male,Married,2021.64
Male,Married,6126.98
Male,Married,1779.28
Male,Married,2357.34
Male,Single,4616.73
Male,Married,2383.3
Male,Married,989.11
Male,Married,744.11
Female,Married,635.1
Female,Married,682.45
Male,Married,1219.55
Male,Single,465.5
Male,Married,1756.69
Male,Married,692.84
Male,Other,1530.73
Female,Married,50.07
Male,Married,774.35
Male,Single,1525.22
Male,Married,1573.84
Female,Married,1566.7
Male,Single,1175.16
Male,Single,1047.21
Female,Married,1159.75
Male,Single,997.46
Male,Married,1061.72
Male,Married,1453.58
Male,Married,882.83
Male,Married,1993.7
Male,Married,104.48
Male,Married,528.91
Female,Single,50
Male,Married,265.5
Female,Married,541
Male,Married,50
Female,Married,799.13
Female,Married,50.56
Male,Married,148.76
Female,Single,272.8
Female,Married,50
Male,Married,1467.22
Male,Married,584.35
Female,Single,100.23
Female,Single,830.61
Female,Married,578.5
Female,Married,50
Female,Single,692.34
Male,Single,2595.61
Male,Married,1570.13
Male,Other,256.58
Male,Married,2436.45
Female,Single,525.8
Male,Married,5538.53
Male,Single,349.38
Female,Married,335.08
Female,Married,2262.44
Male,Other,4121.92
Male,Married,3975.27
Male,Married,2789.95
Female,Married,2640.89
Male,Married,3171.65
Female,Married,1946.57
Female,Married,50.02
Male,Married,1929.18
Male,Married,1574.58
Male,Married,845.77
Male,Married,1127.19
Female,Married,1226.64
Male,Single,2070.39
Male,Single,519.63
Female,Married,349.75
Male,Married,50
Male,Single,3194.43
Female,Married,840.43
Male,Single,632.27
Male,Married,1853.63
Male,Married,869.26
Male,Single,2716.35
Male,Married,1142.2
Male,Married,1951.6
Male,Married,1229.51
Male,Married,1439.43
Male,Married,1328.76
Male,Married,753.91
Female,Single,1228.3
Female,Single,9530.22
Female,Married,683.4
Female,Single,619
Male,Single,867.46
Female,Married,1995.87
Male,Married,903.47
Female,Married,816.16
Female,Married,393.08
Female,Married,2539.68
Male,Married,1024.46
Male,Married,943.24
Male,Single,1650.45
Male,Married,1790.95
Male,Married,302.17
Male,Married,1022.09
Female,Single,184.98
Male,Married,461.42
Male,Married,906.81
Male,Single,943.66
Male,Single,465.51
Male,Married,1535.24
Male,Married,2024.5
Male,Single,748.62
Female,Married,566.5
Female,Single,139.21
Male,Single,51.57
Female,Married,219.42
Female,Other,693.53
Male,Married,748.61
Male,Married,807.21
Female,Single,1480.64
Female,Single,630.2
Female,Married,522.14
Female,Married,685.42
Female,Married,293.6
Female,Married,772.49
Female,Married,873.39
Female,Married,789.18
Female,Married,699.29
Male,Married,318.15
Male,Married,950.17
Male,Married,192.19
Female,Married,2863.21
Female,Single,813.72
Female,Other,593.46
Male,Single,743.3
Female,Married,1040.08
Male,Married,1021.59
Male,Married,757.81
Female,Married,707.42
Female,Single,1553.29
Male,Single,593.71
Female,Married,1134.84
Female,Married,706.32
Female,Single,766.49
Male,Single,508.84
Male,Married,2952.53
Male,Married,1038.4
Female,Other,1662.39
Male,Married,821
Male,Single,2481.01
Female,Married,997.58
Female,Other,433.46
Male,Single,813.23
Female,Single,448.48
Female,Single,434.72
Male,Married,933.32
Male,Married,1754.16
Female,Single,642.69
Female,Single,415.42
Female,Married,174.89
Male,Single,938.14
Male,Single,854.68
Female,Married,709.68
Female,Other,1028.34
Female,Married,97.25
Female,Single,361.96
Male,Single,747.88
Male,Other,637.35
Male,Married,509.65
Male,Married,324.8
Female,Other,747.58
Female,Married,567.19
Female,Married,795.19
Female,Other,636.08
Male,Married,574.73
Female,Single,361.06
Male,Married,1105.63
Male,Married,256.64
Male,Single,2123.65
Female,Married,133.92
Male,Married,342.51
Male,Married,548.34
Male,Married,501.31
Female,Married,557.27
Female,Married,505.92
Male,Married,1066.82
Male,Married,877.32
Male,Married,142.2
Female,Married,610.63
Male,Single,569.15
Female,Married,721.32
Male,Married,454.88
Male,Married,527.26
Male,Single,414.49
Male,Married,840.5
Male,Other,929.42
Female,Single,50.12
Male,Married,409.02
Female,Married,801.6
Male,Married,2326.28
Male,Married,1350.26
Female,Married,87.29
Male,Married,870.93
Female,Married,348.59
Female,Married,234.71
Female,Single,512.48
Male,Married,1135.13
Female,Married,731.35
Male,Single,369.02
Female,Married,3020.99
Male,Single,794.91
Male,Married,864.28
Male,Married,1059.46
Female,Married,484.42
Female,Married,487.92
Male,Married,511.04
Male,Married,427.71
Female,Married,722.8
Male,Single,446.56
Female,Single,1744.66
Female,Married,431.51
Male,Single,1035.8
Male,Married,1762
Female,Married,2308.78
Male,Single,1919.43
Male,Married,1388.88
Female,Married,832.08
Male,Married,360.69
Female,Married,2839.22
Male,Single,2422.3
Male,Married,397.95
Female,Married,1141.01
Female,Married,870.35
Male,Married,2806.86
Male,Single,1314.38
Male,Single,224.33
Male,Married,1447.07
Male,Other,50.54
Female,Married,643.13
Female,Married,1643.96
Male,Single,483.81
Male,Single,483.41
Female,Married,1248.97
Male,Married,284.54
Male,Single,1519.58
Male,Married,460.28
Male,Married,570.55
Male,Married,972.95
Male,Married,1962.84
Female,Married,468.74
Male,Married,833.13
Female,Married,945.91
Female,Single,2194.18
Female,Married,152.34
Female,Single,468.51
Male,Single,928.54
Male,Married,710.28
Male,Other,2050.76
Female,Married,779.25
Male,Single,1150.29
Female,Married,649.66
Female,Married,11962.36
Female,Married,1994.7
Male,Married,1061.35
Male,Married,605.09
Male,Married,208.15
Female,Married,1378.67
Female,Single,1418.56
Female,Single,1517.95
Male,Single,4420.17
Male,Married,1964.64
Male,Married,1901.87
Female,Married,448.04
Female,Other,560.08
Male,Single,707.94
Male,Married,1177.02
Male,Married,1240.24
Male,Married,1924.51
Male,Married,708.95
Female,Married,2076.09
Male,Married,903.75
Male,Single,1591.59
Female,Married,643.32
Male,Other,1192.04
Male,Married,1517.63
Male,Married,2177.2
Male,Single,4259.23
Male,Married,829.35
Male,Other,1812.81
Male,Single,765.09
Male,Married,6489
Female,Married,287.54
Female,Single,766.09
Male,Single,963.48
Female,Single,1201.15
Male,Married,873.58
Male,Single,995.49
Male,Married,1889.4
Male,Married,979.47
Female,Single,4520.62
Male,Other,659.34
Male,Married,223.22
Male,Married,1149.66
Female,Single,50
Female,Partnership,1404
Male,Married,378.92
Male,Married,479.05
Male,Married,1152.32
Male,Married,956.56
Male,Single,1268.74
Male,Married,417.46
Male,Married,2959.38
Male,Married,965.52
Male,Single,4807.76
Male,Married,2177.01
Female,Married,1922.45
Female,Married,2242.99
Female,Married,901.81
Male,Married,595.92
Female,Married,1049.47
Male,Single,1081.78
Male,Married,1214.14
Female,Single,200.76
Male,Married,2822.73
Male,Other,1038.48
Female,Married,2119.87
Male,Other,1987.62
Male,Single,949.72
Male,Single,170.2
Male,Married,765.17
Male,Married,337.14
Female,Married,885.92
Male,Married,1589.53
Male,Married,371.49
Male,Married,291.37
Male,Single,482.04
Female,Married,148.57
Female,Married,860.8
Male,Single,646.05
Female,Married,85.87
Male,Other,460.75
Female,Married,564.76
Male,Married,1775.47
Male,Single,1355.66
Female,Married,366.21
Male,Married,537.92
Female,Married,549.53
Male,Married,832.96
Male,Married,1672.49
Female,Married,2637.08
Male,Married,2114.35
Male,Married,2469.19
Male,Married,671.51
Male,Married,443.48
Female,Single,474.37
Female,Married,738.8
Male,Single,839.37
Male,Other,1630.64
Male,Single,365.27
Male,Married,1004.72
Male,Other,216.3
Male,Married,354.48
Female,Married,1164.09
Female,Married,414.14
Male,Married,2464.59
Male,Married,635
Male,Single,374.01
Male,Married,549.91
Male,Married,710.88
Male,Married,741.13
Female,Married,1446.32
Female,Married,958.03
Male,Married,1096.37
Female,Married,269.15
Male,Other,511.37
Male,Other,1233.89
Male,Married,772.87
Female,Married,581.8
Male,Single,2379.67
Male,Married,757.13
Male,Single,407.38
Female,Single,1346.47
Female,Married,642.96
Female,Married,1321.99
Male,Married,1092.51
Male,Married,961.38
Female,Married,1254.72
Female,Married,914.68
Female,Married,910.33
Female,Other,912.33
Female,Married,324.75
Male,Married,740.21
Male,Married,1441.33
Male,Single,484.31
Male,Married,1219.27
Male,Married,1185.67
Male,Single,1018.4
Male,Married,352.05
