GenderMainDriver,MaritalMainDriver,Claim
Male,Married,1018.66
Male,Married,436.41
Male,Married,763.06
Male,Single,1044.39
Female,Married,642.5
Female,Married,907.94
Male,Married,570.65
Male,Single,1798.45
Male,Married,1598.81
Male,Married,903.15
Male,Single,692.78
Female,Married,1004.71
Female,Single,708.57
Male,Married,1563.99
Male,Married,163.71
Male,Married,698.57
Female,Married,952.32
Male,Married,363.85
Female,Married,741.18
Male,Other,956.51
Male,Married,1776.17
Female,Married,935.85
Female,Married,256.23
Male,Married,834.85
Female,Married,1017.57
Male,Single,270.59
Female,Married,513.52
Male,Married,266.06
Female,Married,459.49
Female,Single,344.07
Female,Married,1074.14
Male,Married,50.34
Male,Single,1559.16
Female,Married,1105.05
Female,Married,878.91
Male,Married,1124.45
Male,Married,1067.08
Male,Married,1003.09
Female,Married,275.53
Female,Married,107.16
Female,Married,50
Male,Single,1451.83
Male,Single,1347.64
Male,Married,1570.96
Male,Married,1049.85
Female,Single,692.87
Male,Married,1384.79
Male,Married,557.87
Female,Married,234.93
Male,Married,429.34
Male,Married,973.97
Male,Married,480.18
Female,Single,1775.58
Male,Single,1243.24
Female,Married,1191.41
Male,Married,1125.93
Male,Married,477.23
Female,Single,499.22
Female,Married,221.17
Male,Married,556.7
Female,Single,90.04
Female,Married,707.3
Female,Married,257.08
Female,Married,1109.28
Female,Single,580.93
Female,Married,1310.93
Male,Married,5903.52
Male,Single,551.79
Female,Single,622.48
Male,Married,444.56
Male,Other,505.78
Male,Married,660.05
Female,Married,298.14
Male,Single,824.67
Female,Single,960.75
Female,Married,590.72
Male,Married,1128.56
Female,Married,1511.41
Female,Married,751.31
Male,Married,1118.61
Female,Single,690.82
Male,Single,585.04
Male,Married,716.77
Male,Married,1694.32
Female,Married,50.1
Male,Married,55.66
Male,Single,964.72
Male,Married,279.89
Female,Single,1345.1
Female,Married,381.37
Male,Married,609.18
Male,Married,1463.48
Female,Married,1471.95
Male,Married,1129.91
Male,Married,723.24
Female,Single,2511.24
Male,Single,1041.31
Male,Married,1094.15
Male,Single,1977.23
Male,Married,741.45
Female,Married,1582.71
Female,Married,683.84
Female,Married,659.69
Female,Married,625.69
Male,Married,453.02
Male,Married,2671.79
Male,Single,176.07
Female,Married,871.21
Female,Married,1921.35
Female,Married,677.05
Female,Single,454.29
Female,Married,677.03
Male,Married,1618.35
Male,Married,1312.95
Female,Married,613.29
Male,Other,1398.47
Female,Married,704.74
Male,Other,2390.2
Male,Married,661.96
Male,Married,2447.15
Male,Married,813.25
Male,Married,1178.15
Female,Married,1918.03
Female,Single,290.82
Male,Single,2261.4
Male,Married,343.57
Male,Married,3593.55
Female,Married,2065.02
Male,Married,4937.97
Female,Married,646.42
Male,Single,1160.46
Female,Married,418.16
Male,Married,901.81
Female,Married,829.27
Male,Married,564.92
Female,Single,1150.68
Female,Married,199.68
Male,Single,1767.83
Male,Married,279.37
Female,Single,1080.33
Male,Single,760.6
Female,Single,2057.47
Male,Married,833.16
Male,Married,615.04
Male,Single,270.01
Male,Married,730.02
Female,Married,1102.02
Male,Married,905.94
Male,Married,50
Male,Single,134.57
Male,Married,720.4
Male,Single,532.89
Female,Married,550.83
Male,Married,6434.04
Male,Single,76.6
Male,Married,8420.19
Male,Married,1613.2
Female,Single,938.52
Female,Married,2163.33
Male,Single,50
Female,Married,767.26
Male,Married,4088.68
Male,Married,50
Male,Married,2896.46
Male,Married,867.8
Male,Married,2010.53
Male,Married,2096.12
Female,Married,51.16
Male,Married,3079.03
Male,Married,1050.63
Male,Married,475.84
Female,Married,100
Male,Married,406.38
Male,Married,4204.22
Female,Married,1569.29
Male,Married,907.88
Male,Married,1118.57
Female,Married,626.36
Male,Married,630.35
Male,Single,1485.84
Female,Single,336.16
Female,Married,2647.42
Male,Married,1834.78
Female,Single,3485.49
Male,Single,631.36
Male,Married,861.08
Female,Married,59.56
Female,Married,50
Female,Married,970.79
Female,Married,679.12
Female,Married,509.39
Female,Single,961.01
Male,Married,688.97
Male,Married,218.56
Male,Other,132.08
Female,Married,1114.64
Female,Married,748.33
Female,Single,215.7
Male,Married,305.71
Male,Single,605.65
Male,Single,988.64
Female,Other,788.57
Male,Single,564.81
Female,Single,661.61
Female,Married,446.01
Female,Married,665.34
Female,Single,1181.07
Male,Other,1101.09
Male,Single,1308.68
Male,Married,603.28
Male,Married,1252.6
Female,Married,50.09
Female,Married,2751.41
Male,Married,2241.55
Male,Married,628.24
Male,Married,372.39
Female,Married,421.07
Male,Married,995.63
Male,Single,1966.99
Male,Single,1589.13
Female,Married,579.02
Female,Married,601.54
Male,Married,1864.79
Male,Married,627.02
Male,Married,397
Male,Married,583.33
Female,Married,369.21
Female,Single,50.87
Male,Married,743.71
Female,Other,555.22
Female,Single,1121.4
Male,Married,605.39
Female,Married,427.93
Male,Married,532.63
Male,Married,825.6
Male,Married,141.82
Female,Single,436.92
Female,Married,1994.95
Male,Married,658.96
Male,Married,663.75
Male,Married,89.79
Male,Married,768.79
Female,Married,602.02
Male,Married,662.07
Male,Married,836.63
Female,Married,577.38
Male,Married,570.77
Male,Married,2767.41
Male,Single,928.29
Female,Married,732.44
Female,Married,588.35
Male,Married,718.57
Male,Married,537.09
Male,Single,664.78
Female,Single,715.71
Male,Single,2550.98
Female,Married,80.05
Male,Married,2355.99
Female,Married,892.14
Male,Other,1196.07
Male,Married,1169.19
Male,Single,627.27
Male,Single,319.07
Male,Single,2054.36
Female,Partnership,1114.55
Female,Married,1135.5
Male,Married,784.8
Female,Married,940.45
Female,Married,330.45
Female,Married,101.88
Female,Single,1186.08
Female,Married,1475.05
Female,Married,1162.64
Male,Single,1269.78
Male,Married,2058.22
Female,Married,577.63
Male,Married,807.88
Female,Married,528.01
Male,Married,475.94
Male,Married,1502.57
Male,Married,943.35
Male,Single,602.01
Female,Married,1152.72
Male,Single,387.19
Male,Single,550.51
Female,Married,1182.78
Male,Married,1646.25
Female,Married,350.19
Male,Married,2001.57
Female,Married,2417.49
Male,Married,259.25
Male,Married,518.67
Female,Married,886.45
Female,Married,1047.49
Female,Married,825.09
Female,Married,1057.2
Female,Married,403.74
Female,Married,1482.17
Male,Married,1004.66
Female,Married,6692.86
Male,Married,7821.27
Male,Married,3705.85
Male,Other,983.13
Male,Single,5574.25
Female,Married,4405.12
Female,Married,1305.33
Male,Single,492.14
Male,Married,2833.29
Male,Married,1911.43
Male,Married,1144.6
Male,Single,1207.52
Female,Married,1210.11
Male,Single,570.66
Female,Single,1839.66
Male,Married,637.58
Female,Married,938
Female,Married,5592.17
Male,Married,2294.47
Male,Married,50
Female,Married,2168.09
Male,Married,884.04
Female,Married,456.24
Female,Single,341.25
Male,Married,1110.89
Male,Married,1261.69
Male,Married,765.95
Female,Married,653.28
Male,Married,791.62
Male,Married,647.64
Female,Single,708.82
Female,Married,872.37
Female,Single,527.11
Female,Married,1325.76
Male,Married,1012.32
Male,Married,3000.26
Male,Single,1334.06
Female,Married,50.85
Male,Married,1463.53
Male,Married,1538.12
Male,Married,850.37
Male,Single,133.37
Male,Married,1175.28
Male,Married,766.5
Male,Married,60.28
Male,Married,976.32
Female,Other,1046.36
Female,Single,660.77
Female,Married,1004.7
Male,Married,2077.42
Male,Single,1302.34
Male,Married,898.76
Female,Married,680.39
Male,Single,374.18
Male,Other,323.64
Male,Married,1155.33
Female,Single,12163.62
Male,Married,310.43
Female,Married,635.84
Male,Married,698.74
Male,Married,1044.15
Male,Single,844.34
Male,Single,695.44
Male,Married,429.86
Male,Married,627.46
Female,Married,1345.59
Female,Married,559.1
Male,Other,242.86
Female,Married,1359.76
Male,Married,141.69
Male,Married,2271.7
Female,Married,769.52
Male,Married,1278.8
Male,Married,481.55
Male,Married,1162.02
Female,Married,917.61
Female,Single,596.74
Female,Married,832.2
Male,Married,869.69
Female,Married,781.26
Male,Single,1336.9
Female,Married,1190.33
Male,Married,2519.44
Female,Married,1167.69
Male,Other,1304.06
Male,Married,4422.39
Male,Married,691.44
Male,Married,1434.96
Female,Married,524.56
Male,Married,868.89
Male,Married,966.8
Female,Married,1091.65
Female,Married,1205.85
Male,Married,720.39
Male,Married,494.37
Male,Married,532.41
Male,Married,1001.27
Female,Married,871.73
Female,Married,541.46
Female,Single,3495.88
Male,Married,661.59
Female,Other,123.39
Male,Married,79.98
Female,Married,1519.86
Male,Married,1789.44
Male,Married,222.1
Male,Married,1724.66
Female,Married,433.65
Female,Married,141.56
Female,Married,918.56
Male,Married,2889.72
Male,Married,649.26
Male,Single,1185.07
Male,Single,1071.39
Female,Single,115.5
Male,Single,682.57
Male,Married,648.41
Male,Married,1200.83
Male,Married,518.35
Female,Married,1133.12
Male,Married,1313.12
Male,Married,2197
Female,Married,50.27
Male,Single,135.19
Female,Married,518.69
Female,Married,60.03
Female,Single,695.27
Female,Single,1618.83
Male,Married,1797.07
Male,Married,673.98
Male,Married,1097.83
Female,Single,83.06
Male,Married,247.84
Female,Married,475.97
Male,Married,903.89
Female,Single,1297.56
Female,Married,973.59
Female,Single,467.02
Male,Other,566.04
Female,Single,1079.45
Male,Married,585.3
Male,Married,601.72
Female,Married,726.48
Female,Married,607.14
Female,Single,344.2
Female,Single,576.73
Female,Married,499.78
Female,Single,418.04
Female,Married,439.52
Male,Married,241.33
Male,Married,2276.15
Male,Married,885.04
Female,Other,221.15
Male,Married,807.31
Male,Single,656.77
Male,Married,839.03
Male,Married,884.81
Male,Single,520.44
Male,Married,1219.75
Female,Single,810.51
Male,Married,1158.11
Male,Married,1680.53
Female,Single,840.53
Male,Single,990.04
Male,Married,1550.14
Male,Married,651.7
Male,Married,610.9
Male,Single,491.9
Female,Other,912.22
Male,Married,624.58
Female,Married,649.21
Female,Single,1717.1
Female,Married,1209.72
Male,Married,634.93
Female,Married,3199.58
Female,Single,291.02
Female,Other,1998.45
Male,Married,2010.08
Male,Married,1897.9
Female,Married,2106.36
Male,Single,442.73
Male,Single,9143.75
Male,Single,330.98
Male,Married,2169.45
Male,Single,1640.28
Male,Married,1743.59
Male,Single,563.74
Female,Single,2262.27
Female,Married,2549.18
Male,Married,595.17
Female,Married,801.11
Female,Single,50
Female,Married,1286.57
Male,Married,1800.21
Female,Other,490.49
Female,Married,50
Male,Married,445.89
Female,Single,286.06
Female,Other,62.94
Male,Married,1913.62
Female,Married,56.79
Male,Married,1504.31
Male,Married,530.13
Male,Single,1154.68
Male,Married,50
Male,Married,361.36
Female,Married,94.88
Male,Single,630.28
Male,Single,997.46
Female,Married,1269.92
Male,Married,1218.08
Male,Married,917.27
Female,Married,377.23
Female,Married,1221.11
Male,Single,163.77
Female,Married,988.55
Female,Married,839.77
Male,Married,500.61
Female,Single,51.31
Female,Married,1977.31
Female,Married,1064.06
Male,Married,2033.93
Male,Single,421.16
Female,Married,443.46
Female,Other,286.9
Male,Married,264.48
Male,Married,2200.95
Male,Married,901.25
Female,Other,50
Male,Single,555.84
Female,Married,472.2
Male,Married,740.5
Male,Married,1092.69
Female,Married,52.41
Female,Married,535.02
Female,Married,786.04
Female,Single,726.71
Male,Married,1197.06
Male,Married,1237.03
Female,Married,817.74
Female,Married,1781.45
Female,Married,2960.16
Male,Married,858.66
Male,Single,1359.01
Male,Married,840.62
Female,Married,1341.51
Female,Married,1551.76
Female,Married,134.28
Female,Single,143.16
Female,Single,1712.39
Male,Married,1565.5
Male,Married,1707.84
Female,Married,4798.98
Male,Married,3201.74
Female,Single,1364.07
Female,Married,1170.72
Female,Married,807.64
Female,Married,435.89
Female,Married,1414.13
Female,Married,734.72
Female,Married,2456.37
Male,Married,617.7
Female,Single,515.28
Male,Married,2354.38
Female,Married,2359.05
Female,Married,97.37
Male,Married,881.97
Male,Married,899.53
Female,Single,395.3
Male,Married,1060.36
Male,Married,275.63
Female,Married,441.55
Female,Married,973.17
Male,Single,956.37
Male,Married,366.46
Female,Married,2086.9
Male,Married,1008.8
Male,Married,569.89
Male,Single,1676.87
Male,Married,1168.05
Female,Single,664.73
Male,Married,1335.66
Male,Married,784.67
Female,Married,50
Female,Married,963.89
Male,Married,2269.58
Male,Married,2254.54
Male,Married,559.46
Male,Single,2649.06
Female,Married,365.8
Male,Married,431.58
Male,Married,735.03
Male,Other,791.09
Male,Single,1109.57
Female,Married,664.93
Male,Married,1753.18
Male,Married,758.95
Male,Single,858.47
Female,Single,1558.7
Male,Married,335.12
Female,Married,319.28
Male,Married,1686.77
Female,Married,373.65
Male,Married,1211.85
Male,Single,1327.76
Male,Married,625.72
Male,Married,322.45
Female,Married,461.74
Female,Married,502.72
Male,Married,2877.25
Female,Married,1207.99
Female,Single,1617.16
Male,Single,60.83
Male,Single,136.25
Male,Married,2102.55
Female,Single,977.92
Male,Single,2294.8
Female,Married,1377.53
Male,Married,2032.1
Male,Single,650.32
Male,Married,777.72
Male,Married,418.81
Female,Married,645.51
Male,Married,6591.27
Female,Married,70.9
Male,Single,177.37
Male,Married,1244.29
Female,Married,974.2
Male,Married,943.57
Male,Married,1456.13
Female,Married,50
